LoanApplicationSubmitted,AJUU1442538506,1292.421587,,,,,,24/03/2022-15:04:21.391,24/03/2022-13:42:25.287
ApplicationDecision,HFSA9806910417,847.7586198,,,skilled,REJECTED,,24/03/2022-15:05:21.337,24/03/2022-13:42:25.337
VerifiedAmount,HZLG5420937030,950.1259249,,,,,,24/03/2022-15:08:21.376,24/03/2022-13:42:25.487
ApplicationDecision,DNAK3663881946,539.6922606,,,skilled,REJECTED,,24/03/2022-15:09:21.274,24/03/2022-13:42:25.537
LoanApplicationReceived,AJUU1442538506,1292.421587,,,,,,24/03/2022-15:09:21.391,24/03/2022-13:42:25.537
LoanApplicationSubmitted,RLWT3920835441,587.9718581,,,,,,24/03/2022-15:10:21.391,24/03/2022-13:42:25.587
SkilledAgentDecision,KEKQ3683341113,1348.962353,,,skilled,REJECTED,,24/03/2022-15:12:21.306,24/03/2022-13:42:25.687
LoanApplicationSubmitted,UMAA1223219663,935.5165592,,,,,,24/03/2022-15:13:21.407,24/03/2022-13:42:25.737
VerifiedAmount,AJUU1442538506,1292.421587,,,,,,24/03/2022-15:14:21.391,24/03/2022-13:42:25.787
ApplicationDecision,KEKQ3683341113,1348.962353,,,skilled,REJECTED,,24/03/2022-15:15:21.306,24/03/2022-13:42:25.837
LoanApplicationReceived,UMAA1223219663,935.5165592,,,,,,24/03/2022-15:17:21.407,24/03/2022-13:42:25.937
VerifiedAmount,UMAA1223219663,935.5165592,,,,,,24/03/2022-15:18:21.407,24/03/2022-13:42:25.987
LoanApplicationReceived,RLWT3920835441,587.9718581,,,,,,24/03/2022-15:20:21.391,24/03/2022-13:42:26.087
NoviceAgentDecision,VIDK6083510374,1063.807819,,,novice,ACCEPTED,,24/03/2022-15:21:21.358,24/03/2022-13:42:26.137
LoanApplicationSubmitted,YYAX3112117200,923.1891291,,,,,,24/03/2022-15:22:21.423,24/03/2022-13:42:26.187
RiskAssesment,HZLG5420937030,950.1259249,,0.482039584,,,,24/03/2022-15:23:21.376,24/03/2022-13:42:26.237
VerifiedRiskAssesment,HZLG5420937030,950.1259249,,0.482039584,novice,,,24/03/2022-15:23:21.376,24/03/2022-13:42:26.237
LoanApplicationReceived,YYAX3112117200,923.1891291,,,,,,24/03/2022-15:25:21.423,24/03/2022-13:42:26.337
CreditCheck,AJUU1442538506,1292.421587,829.5849625,,,,,24/03/2022-15:26:21.391,24/03/2022-13:42:26.387
VerifiedCreditCheck,AJUU1442538506,1292.421587,829.5849625,,novice,,,24/03/2022-15:26:21.391,24/03/2022-13:42:26.387
VerifiedAmount,YYAX3112117200,923.1891291,,,,,,24/03/2022-15:27:21.423,24/03/2022-13:42:26.437
LoanApplicationSubmitted,KDNR7602062547,1226.753888,,,,,,24/03/2022-15:28:21.438,24/03/2022-13:42:26.487
ApplicationDecision,VIDK6083510374,1063.807819,,,novice,ACCEPTED,,24/03/2022-15:29:21.358,24/03/2022-13:42:26.537
VerifiedRiskAssesment,UMAA1223219663,935.5165592,,0.824549287,skilled,,,24/03/2022-15:29:21.407,24/03/2022-13:42:26.537
RiskAssesment,UMAA1223219663,935.5165592,,0.824549287,,,,24/03/2022-15:29:21.407,24/03/2022-13:42:26.537
VerifiedAmount,RLWT3920835441,587.9718581,,,,,,24/03/2022-15:30:21.391,24/03/2022-13:42:26.587
VerifiedRiskAssesment,YYAX3112117200,923.1891291,,0.62534065,skilled,,,24/03/2022-15:30:21.423,24/03/2022-13:42:26.587
RiskAssesment,YYAX3112117200,923.1891291,,0.62534065,,,,24/03/2022-15:30:21.423,24/03/2022-13:42:26.587
LoanApplicationReceived,KDNR7602062547,1226.753888,,,,,,24/03/2022-15:30:21.438,24/03/2022-13:42:26.587
LoanApplicationSubmitted,SRHY2158784164,780.0217465,,,,,,24/03/2022-15:31:21.438,24/03/2022-13:42:26.637
NoviceAgentDecision,HZLG5420937030,950.1259249,,,novice,ACCEPTED,,24/03/2022-15:34:21.376,24/03/2022-13:42:26.787
ApplicationDecision,HZLG5420937030,950.1259249,,,novice,ACCEPTED,,24/03/2022-15:36:21.376,24/03/2022-13:42:26.887
LoanApplicationReceived,SRHY2158784164,780.0217465,,,,,,24/03/2022-15:36:21.438,24/03/2022-13:42:26.887
SkilledAgentDecision,YYAX3112117200,923.1891291,,,skilled,REJECTED,,24/03/2022-15:37:21.423,24/03/2022-13:42:26.937
VerifiedAmount,KDNR7602062547,1226.753888,,,,,,24/03/2022-15:38:21.438,24/03/2022-13:42:26.987
LoanApplicationSubmitted,ISOB9919736377,965.5143585,,,,,,24/03/2022-15:38:21.454,24/03/2022-13:42:26.987
NoviceAgentDecision,AJUU1442538506,1292.421587,,,novice,ACCEPTED,,24/03/2022-15:40:21.391,24/03/2022-13:42:27.087
LoanApplicationSubmitted,WCRE2789459056,824.4283164,,,,,,24/03/2022-15:41:21.469,24/03/2022-13:42:27.137
VerifiedAmount,SRHY2158784164,780.0217465,,,,,,24/03/2022-15:43:21.438,24/03/2022-13:42:27.237
LoanApplicationSubmitted,SLYT9912399249,1008.442749,,,,,,24/03/2022-15:44:21.469,24/03/2022-13:42:27.287
VerifiedRiskAssesment,RLWT3920835441,587.9718581,,0.616966587,skilled,,,24/03/2022-15:45:21.391,24/03/2022-13:42:27.337
RiskAssesment,RLWT3920835441,587.9718581,,0.616966587,,,,24/03/2022-15:45:21.391,24/03/2022-13:42:27.337
SkilledAgentDecision,UMAA1223219663,935.5165592,,,skilled,REJECTED,,24/03/2022-15:45:21.407,24/03/2022-13:42:27.337
ApplicationDecision,YYAX3112117200,923.1891291,,,skilled,REJECTED,,24/03/2022-15:46:21.423,24/03/2022-13:42:27.387
ApplicationDecision,AJUU1442538506,1292.421587,,,novice,ACCEPTED,,24/03/2022-15:47:21.391,24/03/2022-13:42:27.437
VerifiedCreditCheck,KDNR7602062547,1226.753888,1013.33724,,novice,,,24/03/2022-15:47:21.438,24/03/2022-13:42:27.437
CreditCheck,KDNR7602062547,1226.753888,1013.33724,,,,,24/03/2022-15:47:21.438,24/03/2022-13:42:27.437
LoanApplicationReceived,ISOB9919736377,965.5143585,,,,,,24/03/2022-15:47:21.454,24/03/2022-13:42:27.437
LoanApplicationSubmitted,NPDY7709127259,1116.563043,,,,,,24/03/2022-15:47:21.485,24/03/2022-13:42:27.437
LoanApplicationReceived,WCRE2789459056,824.4283164,,,,,,24/03/2022-15:49:21.469,24/03/2022-13:42:27.537
VerifiedAmount,WCRE2789459056,824.4283164,,,,,,24/03/2022-15:49:21.469,24/03/2022-13:42:27.537
ApplicationDecision,UMAA1223219663,935.5165592,,,skilled,REJECTED,,24/03/2022-15:52:21.407,24/03/2022-13:42:27.687
RiskAssesment,SRHY2158784164,780.0217465,,0.558993429,,,,24/03/2022-15:53:21.438,24/03/2022-13:42:27.737
VerifiedRiskAssesment,SRHY2158784164,780.0217465,,0.558993429,novice,,,24/03/2022-15:53:21.438,24/03/2022-13:42:27.737
VerifiedAmount,ISOB9919736377,965.5143585,,,,,,24/03/2022-15:53:21.454,24/03/2022-13:42:27.737
LoanApplicationReceived,SLYT9912399249,1008.442749,,,,,,24/03/2022-15:53:21.469,24/03/2022-13:42:27.737
LoanApplicationReceived,NPDY7709127259,1116.563043,,,,,,24/03/2022-15:53:21.485,24/03/2022-13:42:27.737
LoanApplicationSubmitted,UJYF6292294139,779.8761646,,,,,,24/03/2022-15:53:21.501,24/03/2022-13:42:27.737
VerifiedAmount,SLYT9912399249,1008.442749,,,,,,24/03/2022-15:58:21.469,24/03/2022-13:42:27.987
VerifiedAmount,NPDY7709127259,1116.563043,,,,,,24/03/2022-15:58:21.485,24/03/2022-13:42:27.987
LoanApplicationSubmitted,LMZU6289376068,1228.944742,,,,,,24/03/2022-15:58:21.516,24/03/2022-13:42:27.987
SkilledAgentDecision,RLWT3920835441,587.9718581,,,skilled,REJECTED,,24/03/2022-16:00:21.391,24/03/2022-13:42:28.087
LoanApplicationReceived,LMZU6289376068,1228.944742,,,,,,24/03/2022-16:00:21.516,24/03/2022-13:42:28.087
CreditCheck,SLYT9912399249,1008.442749,311.2156483,,,,,24/03/2022-16:01:21.469,24/03/2022-13:42:28.137
VerifiedCreditCheck,SLYT9912399249,1008.442749,311.2156483,,skilled,,,24/03/2022-16:01:21.469,24/03/2022-13:42:28.137
LoanApplicationReceived,UJYF6292294139,779.8761646,,,,,,24/03/2022-16:01:21.501,24/03/2022-13:42:28.137
VerifiedRiskAssesment,WCRE2789459056,824.4283164,,0.284476083,novice,,,24/03/2022-16:02:21.469,24/03/2022-13:42:28.187
RiskAssesment,WCRE2789459056,824.4283164,,0.284476083,,,,24/03/2022-16:02:21.469,24/03/2022-13:42:28.187
RiskAssesment,ISOB9919736377,965.5143585,,0.821462099,,,,24/03/2022-16:03:21.454,24/03/2022-13:42:28.237
VerifiedRiskAssesment,ISOB9919736377,965.5143585,,0.821462099,skilled,,,24/03/2022-16:03:21.454,24/03/2022-13:42:28.237
VerifiedAmount,LMZU6289376068,1228.944742,,,,,,24/03/2022-16:03:21.516,24/03/2022-13:42:28.237
NoviceAgentDecision,KDNR7602062547,1226.753888,,,novice,ACCEPTED,,24/03/2022-16:05:21.438,24/03/2022-13:42:28.337
LoanApplicationSubmitted,CGHU5212958160,1180.318144,,,,,,24/03/2022-16:05:21.516,24/03/2022-13:42:28.337
ApplicationDecision,RLWT3920835441,587.9718581,,,skilled,REJECTED,,24/03/2022-16:06:21.391,24/03/2022-13:42:28.387
VerifiedCreditCheck,NPDY7709127259,1116.563043,465.1952647,,skilled,,,24/03/2022-16:06:21.485,24/03/2022-13:42:28.387
CreditCheck,NPDY7709127259,1116.563043,465.1952647,,,,,24/03/2022-16:06:21.485,24/03/2022-13:42:28.387
VerifiedAmount,UJYF6292294139,779.8761646,,,,,,24/03/2022-16:07:21.501,24/03/2022-13:42:28.437
NoviceAgentDecision,SRHY2158784164,780.0217465,,,novice,ACCEPTED,,24/03/2022-16:08:21.438,24/03/2022-13:42:28.487
LoanApplicationSubmitted,UFAG9744529425,1100.498868,,,,,,24/03/2022-16:09:21.532,24/03/2022-13:42:28.537
ApplicationDecision,KDNR7602062547,1226.753888,,,novice,ACCEPTED,,24/03/2022-16:11:21.438,24/03/2022-13:42:28.637
LoanApplicationReceived,CGHU5212958160,1180.318144,,,,,,24/03/2022-16:11:21.516,24/03/2022-13:42:28.637
ApplicationDecision,SRHY2158784164,780.0217465,,,novice,ACCEPTED,,24/03/2022-16:12:21.438,24/03/2022-13:42:28.687
NoviceAgentDecision,WCRE2789459056,824.4283164,,,novice,ACCEPTED,,24/03/2022-16:12:21.469,24/03/2022-13:42:28.687
ApplicationDecision,WCRE2789459056,824.4283164,,,novice,ACCEPTED,,24/03/2022-16:14:21.469,24/03/2022-13:42:28.787
SkilledAgentDecision,SLYT9912399249,1008.442749,,,skilled,REJECTED,,24/03/2022-16:14:21.469,24/03/2022-13:42:28.787
LoanApplicationReceived,UFAG9744529425,1100.498868,,,,,,24/03/2022-16:14:21.532,24/03/2022-13:42:28.787
CreditCheck,LMZU6289376068,1228.944742,595.7247229,,,,,24/03/2022-16:16:21.516,24/03/2022-13:42:28.887
VerifiedCreditCheck,LMZU6289376068,1228.944742,595.7247229,,skilled,,,24/03/2022-16:16:21.516,24/03/2022-13:42:28.887
LoanApplicationSubmitted,LPZZ8583389592,1180.17119,,,,,,24/03/2022-16:16:21.548,24/03/2022-13:42:28.887
VerifiedAmount,CGHU5212958160,1180.318144,,,,,,24/03/2022-16:17:21.516,24/03/2022-13:42:28.937
SkilledAgentDecision,ISOB9919736377,965.5143585,,,skilled,REJECTED,,24/03/2022-16:18:21.454,24/03/2022-13:42:28.987
SkilledAgentDecision,NPDY7709127259,1116.563043,,,skilled,REJECTED,,24/03/2022-16:20:21.485,24/03/2022-13:42:29.087
VerifiedRiskAssesment,UJYF6292294139,779.8761646,,0.37043689,novice,,,24/03/2022-16:20:21.501,24/03/2022-13:42:29.087
RiskAssesment,UJYF6292294139,779.8761646,,0.37043689,,,,24/03/2022-16:20:21.501,24/03/2022-13:42:29.087
VerifiedAmount,UFAG9744529425,1100.498868,,,,,,24/03/2022-16:21:21.532,24/03/2022-13:42:29.137
LoanApplicationSubmitted,XWQF3727946166,863.2544282,,,,,,24/03/2022-16:21:21.548,24/03/2022-13:42:29.137
LoanApplicationReceived,LPZZ8583389592,1180.17119,,,,,,24/03/2022-16:22:21.548,24/03/2022-13:42:29.187
ApplicationDecision,ISOB9919736377,965.5143585,,,skilled,REJECTED,,24/03/2022-16:24:21.454,24/03/2022-13:42:29.287
ApplicationDecision,SLYT9912399249,1008.442749,,,skilled,REJECTED,,24/03/2022-16:24:21.469,24/03/2022-13:42:29.287
ApplicationDecision,NPDY7709127259,1116.563043,,,skilled,REJECTED,,24/03/2022-16:24:21.485,24/03/2022-13:42:29.287
SkilledAgentDecision,LMZU6289376068,1228.944742,,,skilled,REJECTED,,24/03/2022-16:25:21.516,24/03/2022-13:42:29.337
CreditCheck,CGHU5212958160,1180.318144,653.9771873,,,,,24/03/2022-16:27:21.516,24/03/2022-13:42:29.437
VerifiedCreditCheck,CGHU5212958160,1180.318144,653.9771873,,skilled,,,24/03/2022-16:27:21.516,24/03/2022-13:42:29.437
VerifiedAmount,LPZZ8583389592,1180.17119,,,,,,24/03/2022-16:29:21.548,24/03/2022-13:42:29.537
LoanApplicationReceived,XWQF3727946166,863.2544282,,,,,,24/03/2022-16:29:21.548,24/03/2022-13:42:29.537
LoanApplicationSubmitted,HHSF8210835289,975.4219549,,,,,,24/03/2022-16:30:21.563,24/03/2022-13:42:29.587
NoviceAgentDecision,UJYF6292294139,779.8761646,,,novice,ACCEPTED,,24/03/2022-16:31:21.501,24/03/2022-13:42:29.637
LoanApplicationReceived,HHSF8210835289,975.4219549,,,,,,24/03/2022-16:31:21.563,24/03/2022-13:42:29.637
ApplicationDecision,LMZU6289376068,1228.944742,,,skilled,REJECTED,,24/03/2022-16:32:21.516,24/03/2022-13:42:29.687
VerifiedAmount,XWQF3727946166,863.2544282,,,,,,24/03/2022-16:33:21.548,24/03/2022-13:42:29.737
ApplicationDecision,UJYF6292294139,779.8761646,,,novice,ACCEPTED,,24/03/2022-16:34:21.501,24/03/2022-13:42:29.787
VerifiedAmount,HHSF8210835289,975.4219549,,,,,,24/03/2022-16:34:21.563,24/03/2022-13:42:29.787
LoanApplicationSubmitted,GHBL3030842149,812.8461131,,,,,,24/03/2022-16:34:21.563,24/03/2022-13:42:29.787
LoanApplicationSubmitted,MOYH2348596598,946.4223841,,,,,,24/03/2022-16:37:21.563,24/03/2022-13:42:29.937
VerifiedRiskAssesment,HHSF8210835289,975.4219549,,0.560732746,novice,,,24/03/2022-16:38:21.563,24/03/2022-13:42:29.987
RiskAssesment,HHSF8210835289,975.4219549,,0.560732746,,,,24/03/2022-16:38:21.563,24/03/2022-13:42:29.987
SkilledAgentDecision,CGHU5212958160,1180.318144,,,skilled,REJECTED,,24/03/2022-16:39:21.516,24/03/2022-13:42:30.037
VerifiedRiskAssesment,XWQF3727946166,863.2544282,,0.655479071,skilled,,,24/03/2022-16:40:21.548,24/03/2022-13:42:30.087
RiskAssesment,XWQF3727946166,863.2544282,,0.655479071,,,,24/03/2022-16:40:21.548,24/03/2022-13:42:30.087
VerifiedCreditCheck,UFAG9744529425,1100.498868,601.7971135,,skilled,,,24/03/2022-16:41:21.532,24/03/2022-13:42:30.137
CreditCheck,UFAG9744529425,1100.498868,601.7971135,,,,,24/03/2022-16:41:21.532,24/03/2022-13:42:30.137
LoanApplicationReceived,GHBL3030842149,812.8461131,,,,,,24/03/2022-16:42:21.563,24/03/2022-13:42:30.187
LoanApplicationSubmitted,XQGO8383762568,1106.071093,,,,,,24/03/2022-16:42:21.579,24/03/2022-13:42:30.187
ApplicationDecision,CGHU5212958160,1180.318144,,,skilled,REJECTED,,24/03/2022-16:43:21.516,24/03/2022-13:42:30.237
CreditCheck,LPZZ8583389592,1180.17119,835.860229,,,,,24/03/2022-16:44:21.548,24/03/2022-13:42:30.287
VerifiedCreditCheck,LPZZ8583389592,1180.17119,835.860229,,novice,,,24/03/2022-16:44:21.548,24/03/2022-13:42:30.287
LoanApplicationReceived,MOYH2348596598,946.4223841,,,,,,24/03/2022-16:45:21.563,24/03/2022-13:42:30.337
LoanApplicationReceived,XQGO8383762568,1106.071093,,,,,,24/03/2022-16:47:21.579,24/03/2022-13:42:30.437
LoanApplicationSubmitted,XVVI1499943299,861.6678497,,,,,,24/03/2022-16:48:21.594,24/03/2022-13:42:30.487
NoviceAgentDecision,HHSF8210835289,975.4219549,,,novice,ACCEPTED,,24/03/2022-16:49:21.563,24/03/2022-13:42:30.537
VerifiedAmount,GHBL3030842149,812.8461131,,,,,,24/03/2022-16:49:21.563,24/03/2022-13:42:30.537
VerifiedAmount,XQGO8383762568,1106.071093,,,,,,24/03/2022-16:49:21.579,24/03/2022-13:42:30.537
LoanApplicationReceived,XVVI1499943299,861.6678497,,,,,,24/03/2022-16:49:21.594,24/03/2022-13:42:30.537
LoanApplicationSubmitted,DEFX4544330035,920.6492946,,,,,,24/03/2022-16:50:21.594,24/03/2022-13:42:30.587
VerifiedAmount,MOYH2348596598,946.4223841,,,,,,24/03/2022-16:52:21.563,24/03/2022-13:42:30.687
VerifiedAmount,XVVI1499943299,861.6678497,,,,,,24/03/2022-16:52:21.594,24/03/2022-13:42:30.687
NoviceAgentDecision,LPZZ8583389592,1180.17119,,,novice,ACCEPTED,,24/03/2022-16:53:21.548,24/03/2022-13:42:30.737
SkilledAgentDecision,XWQF3727946166,863.2544282,,,skilled,REJECTED,,24/03/2022-16:53:21.548,24/03/2022-13:42:30.737
VerifiedRiskAssesment,GHBL3030842149,812.8461131,,0.475092973,novice,,,24/03/2022-16:53:21.563,24/03/2022-13:42:30.737
RiskAssesment,GHBL3030842149,812.8461131,,0.475092973,,,,24/03/2022-16:53:21.563,24/03/2022-13:42:30.737
SkilledAgentDecision,UFAG9744529425,1100.498868,,,skilled,REJECTED,,24/03/2022-16:54:21.532,24/03/2022-13:42:30.787
ApplicationDecision,XWQF3727946166,863.2544282,,,skilled,REJECTED,,24/03/2022-16:54:21.548,24/03/2022-13:42:30.787
ApplicationDecision,HHSF8210835289,975.4219549,,,novice,ACCEPTED,,24/03/2022-16:54:21.563,24/03/2022-13:42:30.787
LoanApplicationSubmitted,YZKS7241767611,862.56546,,,,,,24/03/2022-16:55:21.610,24/03/2022-13:42:30.837
ApplicationDecision,LPZZ8583389592,1180.17119,,,novice,ACCEPTED,,24/03/2022-16:58:21.548,24/03/2022-13:42:30.987
VerifiedRiskAssesment,XVVI1499943299,861.6678497,,0.646593573,skilled,,,24/03/2022-16:58:21.594,24/03/2022-13:42:30.987
RiskAssesment,XVVI1499943299,861.6678497,,0.646593573,,,,24/03/2022-16:58:21.594,24/03/2022-13:42:30.987
CreditCheck,XQGO8383762568,1106.071093,594.9793212,,,,,24/03/2022-16:59:21.579,24/03/2022-13:42:31.037
VerifiedCreditCheck,XQGO8383762568,1106.071093,594.9793212,,skilled,,,24/03/2022-16:59:21.579,24/03/2022-13:42:31.037
LoanApplicationReceived,DEFX4544330035,920.6492946,,,,,,24/03/2022-16:59:21.594,24/03/2022-13:42:31.037
LoanApplicationReceived,YZKS7241767611,862.56546,,,,,,24/03/2022-16:59:21.610,24/03/2022-13:42:31.037
ApplicationDecision,UFAG9744529425,1100.498868,,,skilled,REJECTED,,24/03/2022-17:00:21.532,24/03/2022-13:42:31.087
VerifiedRiskAssesment,MOYH2348596598,946.4223841,,0.366932609,novice,,,24/03/2022-17:01:21.563,24/03/2022-13:42:31.137
RiskAssesment,MOYH2348596598,946.4223841,,0.366932609,,,,24/03/2022-17:01:21.563,24/03/2022-13:42:31.137
VerifiedAmount,YZKS7241767611,862.56546,,,,,,24/03/2022-17:02:21.610,24/03/2022-13:42:31.187
LoanApplicationSubmitted,NHXC4831229824,830.9588717,,,,,,24/03/2022-17:02:21.626,24/03/2022-13:42:31.187
LoanApplicationSubmitted,GXRL7833613313,865.7507738,,,,,,24/03/2022-17:03:21.626,24/03/2022-13:42:31.237
LoanApplicationReceived,NHXC4831229824,830.9588717,,,,,,24/03/2022-17:04:21.626,24/03/2022-13:42:31.287
